"Contract / Blanket #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"19-416CMS-LEAS4-P-6231","","CMS  6619 HFS COLLINSVILLE","The Westview LP","M","$0.00","CMS - Central Management Services","3PS - Sent","05/01/2018","04/30/2028"
"19-416CMS-LEAS4-P-5630","","CMS- 4622-EXTENSION-DCFS -BLOOMINGTON","Jack Snyder Trust #8023B","M","$0.00","CMS - Central Management Services","3PS - Sent","10/01/2018","09/30/2023"
"19-416CMS-LEAS4-P-5092","","CMS 5468 NOA EXT DCFS JACKSONVILLE","Hill Rental Properties LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2018","11/30/2023"
"19-416CMS-LEAS4-P-5010","","CMS 4663 RENEWAL IEMA FLORA","Taylor Land Holdings, LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2019","12/31/2023"
"19-416CMS-LEAS4-P-4345","","CMS 5765 ISP IGB TINLEY PARK","183 St Tinley Park LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","09/12/2018","09/11/2023"
"19-416CMS-LEAS4-P-4343","","L6146 Renewal - DHS - Kankakee","Homestar Bank & Financial Services","M","$0.00","CMS - Central Management Services","3PS - Sent","11/01/2018","10/31/2023"
"19-416CMS-LEAS4-P-4338","","CMS - 3173-DHS - DANVILLE","Robert Wolfenberger","M","$0.00","CMS - Central Management Services","3PS - Sent","10/01/2018","09/30/2023"
"19-416CMS-LEAS4-P-4337","","CMS - 6695 CMS - MARYVILLE","Retail Place LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2018","11/30/2023"
"19-416CMS-LEAS4-P-10928","","CMS 5692 NOTICE OF AWD DCFS GRANITE CITY","Larry R Manns","M","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2019","06/30/2024"
"19-416CMS-LEAS4-P-10816","","CMS 4648 NOTICE OF AWARD DCFS ALTON","Fortitude Holdings LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2019","07/31/2024"
"19-416CMS-LEAS4-P-10400","","CMS 6706 NOTICE OF AWARD DHS MURPHYSBORO","Nisha Investments Ltd","M","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2019","06/30/2024"
"19-416CMS-LEAS4-P-10304","","CMS 5868 NOTICE OF AWARD ISP CLIFTON","Prairie's Mini-Storage","M","$0.00","CMS - Central Management Services","3PS - Sent","06/01/2019","05/31/2024"
"19-416CMS-LEAS4-P-10299","","CMS 5191 NOTICE OF AWARD DNR FAIRFIELD","Taylor Land Holdings, LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2019","06/30/2024"
"19-416CMS-BOSS4-P-9167","","JPMC Posts, Steel Sign","MDSolutions","A","$629,486.00","CMS - Central Management Services","3PS - Sent","06/27/2019","08/26/2023"
"19-416CMS-BOSS4-P-8813","","JPMC GASOLINE DIESEL BIODIESEL FUEL","Herr Petroleum Corporation","A","$706,363.58","CMS - Central Management Services","3PS - Sent","05/31/2019","08/28/2023"
"19-416CMS-BOSS4-P-8811","","JPMC GASOLINE DIESEL BIODIESEL FUEL","Medford Oil Company, Inc.","A","$44,794.40","CMS - Central Management Services","3PS - Sent","06/27/2019","09/24/2023"
"19-416CMS-BOSS4-P-8790","","JPMC GASOLINE DIESEL BIODIESEL FUEL","Wabash Valley Service Company","A","$25,071.08","CMS - Central Management Services","3PS - Sent","05/01/2019","07/31/2023"
"19-416CMS-BOSS4-P-8789","","JPMC GASOLINE DIESEL BIODIESEL FUEL","Herr Petroleum Corporation","A","$2,945,270.46","CMS - Central Management Services","3PS - Sent","05/01/2019","07/31/2023"
"19-416CMS-BOSS4-P-8788","","JPMC GASOLINE DIESEL BIODIESEL FUEL","M & M Service Company","A","$39,690.06","CMS - Central Management Services","3PS - Sent","05/01/2019","10/31/2023"
"19-416CMS-BOSS4-P-8787","","JPMC GASOLINE DIESEL BIODIESEL FUEL","GRAINCO FS, Inc.","A","$627,738.45","CMS - Central Management Services","3PS - Sent","05/01/2019","10/31/2023"
"19-416CMS-BOSS4-P-8786","","JPMC GASOLINE DIESEL BIODIESEL FUEL","G. COOPER OIL COMPANY, INC.","A","$620,944.82","CMS - Central Management Services","3PS - Sent","05/01/2019","10/31/2023"
"19-416CMS-BOSS4-P-8785","","JPMC GASOLINE DIESEL BIODIESEL FUEL","South Central FS, Inc.","A","$80,006.03","CMS - Central Management Services","3PS - Sent","05/01/2019","10/31/2023"
"19-416CMS-BOSS4-P-8784","","JPMC GASOLINE DIESEL BIODIESEL FUEL","Gateway FS Inc.","A","$729,253.40","CMS - Central Management Services","3PS - Sent","05/01/2019","07/31/2023"
"19-416CMS-BOSS4-P-8783","","JPMC GASOLINE DIESEL BIODIESEL FUEL","Evergreen FS, Inc.","A","$560,448.70","CMS - Central Management Services","3PS - Sent","05/01/2019","10/31/2023"
"19-416CMS-BOSS4-P-8782","","JPMC GASOLINE DIESEL BIODIESEL FUEL","Conserv FS, Inc.","A","$97,684.44","CMS - Central Management Services","3PS - Sent","05/01/2019","07/31/2023"
"19-416CMS-BOSS4-P-8781","","JPMC GASOLINE DIESEL BIODIESEL FUEL","Christian County Farmers Supply Co.","A","$1,819,047.03","CMS - Central Management Services","3PS - Sent","05/01/2019","10/31/2023"
"19-416CMS-BOSS4-P-8780","","JPMC GASOLINE DIESEL BIODIESEL FUEL","SOUTHERN FS INC","A","$880,355.42","CMS - Central Management Services","3PS - Sent","05/01/2019","10/31/2023"
"19-416CMS-BOSS4-P-8618","","JPMC Translation & Interpretation"," Multilingual Connections, LLC","A","$4,191,228.90","CMS - Central Management Services","3PS - Sent","05/14/2019","05/13/2026"
"19-416CMS-BOSS4-P-8463","","JPMC WHITE 9-10 ENVELOPES BLANK OR PRT","Midland Paper","A","$2,790,246.53","CMS - Central Management Services","3PS - Sent","06/18/2019","08/15/2023"
"19-416CMS-BOSS4-P-4770","","MC Fingerprinting & Photo ID Services","BioMetric Impressions Corp.","A","$12,703,508.53","CMS - Central Management Services","3PS - Sent","10/26/2018","10/25/2023"
"19-416CMS-BOSS4-P-3270","","JPMC Virgin/Recycled Copy Paper","Midland Paper","A","$9,200,869.43","CMS - Central Management Services","3PS - Sent","06/29/2018","06/28/2024"
"19-416CMS-BOSS4-P-3237","","AUTOMOBILE & TRUCK FILTERS","Vehicle Maintenance Program, Inc.","A","$98,929.52","CMS - Central Management Services","3PS - Sent","06/29/2018","06/28/2024"
"19-416CMS-BOSS4-P-18162","","JPMC SHREDDERS, PAPER, CROSSCUT","Coast to Coast Computer Products, INC.","A","$42,689.67","CMS - Central Management Services","3PS - Sent","06/27/2020","06/26/2023"
"19-416CMS-BOSS4-P-13751","","JPMC Laboratory Gas Cylinders, Rentals","Airgas","A","$82,987.80","CMS - Central Management Services","3PS - Sent","04/29/2020","04/28/2026"
"19-416CMS-BOSS4-P-13265","","JPMC Oxygen Cylinder Tanks and Rentals","Airgas","A","$244,914.01","CMS - Central Management Services","3PS - Sent","01/15/2020","01/14/2026"
"19-416CMS-BOSS4-P-12458","","JPMC Lab Supplies, Chemicals & Equipment","FISHER SCIENTIFIC COMPANY,LLC","A","$11,049,472.51","CMS - Central Management Services","3PS - Sent","11/22/2019","07/31/2023"
"19-416CMS-BOSS4-P-12042","","JPMC GASOLINE FUEL REBID","Prairieland FS, Inc","A","$58,523.68","CMS - Central Management Services","3PS - Sent","09/20/2019","09/19/2023"
"19-416CMS-BOSS4-P-12041","","JPMC GASOLINE DIESEL BIODIESEL FUEL","Herr Petroleum Corporation","A","$607,553.10","CMS - Central Management Services","3PS - Sent","10/18/2019","10/17/2023"
"19-416CMS-BOSS4-P-12040","","JPMC GASOLINE DIESEL BIODIESEL FUEL","Blick & Blick Oil, Inc.","A","$189,587.05","CMS - Central Management Services","3PS - Sent","09/26/2019","09/25/2023"
"19-416CMS-BOSS4-P-11818","","JPMC PERSONAL PROTECTION AND SAFETY SBSA","Occupational Training & Supply, Inc.","A","$513,608.86","CMS - Central Management Services","3PS - Sent","12/04/2019","12/03/2025"
"19-416CMS-BOSS4-P-11214","","JPMC RADIO EQUIPMENT","Advanced/PLM Sales ","A","$2,282,722.65","CMS - Central Management Services","3PS - Sent","08/29/2019","08/28/2023"
"19-416CMS-BOSS4-P-11213","","JPMC RADIO EQUIPMENT","ICOM AMERICA INC","A","$198,254.21","CMS - Central Management Services","3PS - Sent","10/11/2019","10/10/2023"
"19-416CMS-BOSS4-P-11198","","JPMC Radar Units Laser Speed Detectors","Kustom Signals, Inc","A","$1,267,181.05","CMS - Central Management Services","3PS - Sent","08/13/2019","08/12/2023"
"19-416CMS-BOSS4-P-11024","","JPMC Insurance Brokerage Services","Mesirow Insurance Services, Inc.","B","$33,928,482.82","CMS - Central Management Services","3PS - Sent","07/24/2019","02/29/2024"
"19-416CMS-BOPM4-P-9246","","5 Year Flag Changing Replace J0200 J0205","WGN FLAG & DECORATING CO","C","$0.00","CMS - Central Management Services","3PS - Sent","05/23/2019","05/22/2024"
"19-416CMS-BOPM4-P-8893","","SUP D0200 819 Depot Ave Dixon","VILLAGE OF PROGRESS, INC.","H","$0.00","CMS - Central Management Services","3PS - Sent","04/26/2019","12/31/2023"
"19-416CMS-BOPM4-P-8801","","SUP Janitorial L6560 1001 Pines Oregon","VILLAGE OF PROGRESS, INC.","H","$0.00","CMS - Central Management Services","3PS - Sent","04/26/2019","12/31/2023"
"19-416CMS-BOPM4-P-8507","","SUP Janitorial L6498 4313 S Ashland, Chicago","Envision  Unlimited","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2019","01/31/2024"
"19-416CMS-BOPM4-P-8339","","SUP Amendment 2 day Recyle J0205 JRTC Chicago","Envision  Unlimited","H","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2018","06/30/2023"
"19-416CMS-BOPM4-P-8215","","L0172 Snow Removal 300 E 2nd Beardstown","Brasel Landscape & Design","C","$0.00","CMS - Central Management Services","3PS - Sent","02/15/2019","03/31/2024"
"19-416CMS-BOPM4-P-8059","","SUP Janitorial L6269 2650 W Fulton Ave, Chicago","Sertoma Center, Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2017","06/30/2023"
"19-416CMS-BOPM4-P-7774","","SUP Janitorial J0600 5415 N Univ Peoria","TCRC, Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2019","12/31/2023"
"19-416CMS-BOPM4-P-7611","","IFB Janitorial 3 DHS sites","BIG BUSINESS ENTERPRISE LLC","A","$0.00","CMS - Central Management Services","3PS - Sent","03/22/2019","02/28/2024"
"19-416CMS-BOPM4-P-7578","","SUP Janitorial L2363 3910 W Ogden, Chicago","Envision  Unlimited","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2019","12/31/2023"
"19-416CMS-BOPM4-P-7577","","SUP J0210 2121 W Taylor Chicago","Jewish Child and Family Services","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2019","12/31/2023"
"19-416CMS-BOPM4-P-7576","","SUP Janitorial L5258 2240 W Ogden Ave, Chicago","Envision  Unlimited","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2019","12/31/2023"
"19-416CMS-BOPM4-P-7573","","SUP Janitorial 5415 N Univ Ste 101 Peoria","TCRC, Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2019","12/31/2023"
"19-416CMS-BOPM4-P-7572","","SUP Janitorial F0101 2020 W Roosevelt Rd, Chicago","Jewish Child and Family Services","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2019","12/31/2023"
"19-416CMS-BOPM4-P-7569","","SUP Janitorial G1221 919 SR 14 W Carmi","Coleman Tri-Co. Services, Inc. ","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2019","12/31/2023"
"19-416CMS-BOPM4-P-7563","","SUP L4821 323 S Maple St Harrisburg","Coleman Tri-Co. Services, Inc. ","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2019","12/31/2023"
"19-416CMS-BOPM4-P-7559","","SUP L4335 316 E Raymond Harrisburg","Coleman Tri-Co. Services, Inc. ","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2019","12/31/2023"
"19-416CMS-BOPM4-P-7474","","SUP L4997 324 E Raymond Harrisburg","Coleman Tri-Co. Services, Inc. ","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2019","12/31/2023"
"19-416CMS-BOPM4-P-7303","","SUP Janitorial F0100 1026 S Damen, Chicago","Jewish Child and Family Services","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2019","12/31/2023"
"19-416CMS-BOPM4-P-6770","","G1405 Janitorial US Rte 36 W Pittsfield","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","02/11/2019","12/31/2023"
"19-416CMS-BOPM4-P-6130","","Snow removal multi locations","SNOW SYSTEMS, INC","A","$0.00","CMS - Central Management Services","3PS - Sent","12/28/2018","10/31/2023"
"19-416CMS-BOPM4-P-5557","","3 day janitorial A8101 Bartlett IL","BIG BUSINESS ENTERPRISE LLC","C","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2018","11/30/2023"
"19-416CMS-BOPM4-P-4512","","Real Estate Portfolio Project","Jones Lang LaSalle Americas (Illinois), L.P.","B","$0.00","CMS - Central Management Services","3PS - Sent","10/19/2018","10/18/2023"
"19-416CMS-BOPM4-P-3774","","SUP Janitorial L6317 1642 W 59th Chicago","Sertoma Center, Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","09/01/2018","08/31/2023"
"19-416CMS-BOPM4-P-3707","","L4999 Janitorial 1315 Washington Ave Cairo","Clean As A Whistle, Llc","C","$0.00","CMS - Central Management Services","3PS - Sent","09/01/2018","08/31/2023"
"19-416CMS-BOPM4-P-14792","","Scrap Metal Services Southern Region","Kraemer Purchasing ","C","$1,555.92","CMS - Central Management Services","3PS - Sent","02/13/2020","02/12/2024"
"19-416CMS-BOPM4-P-13316","","Fire Extinguisher Inspection N C","Absolute Fire & Safety Inc.","A","$0.00","CMS - Central Management Services","3PS - Sent","10/30/2019","10/29/2025"
"19-416CMS-BOPM4-P-12419","","Generator Repair/Maint Chicago Med","Rush Power Systems LLC","C","$0.00","CMS - Central Management Services","3PS - Sent","11/07/2019","11/06/2024"
"19-416CMS-BOPM4-P-11665","","Fire Suppression CCF J0146","Getz Fire Equipment Co","C","$0.00","CMS - Central Management Services","3PS - Sent","08/23/2019","07/31/2024"
"19-416CMS-BOPM4-P-11413","","Pest Control J0951 Des Plaines","ABC Humane Wildlife Control & Prevention, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2019","07/31/2024"
"19-416CMS-BOPM4-P-11072","","Pest Control J0960 N0100 Carbondale","Enviro-Tech termite & Pest Control","C","$0.00","CMS - Central Management Services","3PS - Sent","07/31/2019","06/30/2024"
"19-416CMS-BOPM4-P-10971","","SUP L5588 Day Porters Melrose Park","Sertoma Center, Inc","H","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2019","06/30/2023"
"19-416CMS-BOPM4-P-10723","","L6329 Janitorial 1110 N Allen Robinson","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","06/26/2019","05/31/2024"
"19-416CMS-BOPM4-P-10693","","Pest Control L6469 and L6576 Waukegan ","ABC Humane Wildlife Control & Prevention, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2019","06/30/2024"
"19-416CMS-BOPM4-P-10668","","Janitorial L4500 200 W 5th Metropolis","A-1 Janitorial Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2019","06/30/2024"
"19-416CMS-BOPM4-P-10440","","Pest Control A8101 W Stearns Bartlett","ABC Humane Wildlife Control & Prevention, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2019","06/30/2024"
"19-416CMS-BOPM4-P-10392","","Pest Control D0198 Oak Park","Chicago Pests LLC","C","$0.00","CMS - Central Management Services","3PS - Sent","06/25/2019","06/30/2024"
"19-416CMS-BOPM4-P-10292","","Janitorial L4300 Elk Grove Village","International Cleaning Services, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","06/17/2019","05/31/2024"
"19-416CMS-BOPM4-P-10004","","J0200 Janitorial MABB Judges Quarters","Smith Maintenance Company","A","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2019","02/15/2024"
"18-557THA-FINAN-P-2187","","Unclaimed Property Reporting Services","Crowe LLP","B","$0.00","THA - Toll Highway Authority","3PS - Sent","08/10/2017","08/09/2025"
"18-510CPOGS-CPOGS-P-2538","","JPMC MA - NVP Cloud Solutions","The Consultants Consortium, Inc.","M","$0.00","CPOGS - CPO Office for General Services","3PS - Sent","06/21/2018","09/16/2026"
"18-510CPOGS-CPOGS-P-2437","","JPMC MA - NVP Cloud Solutions","Quest Media & Supplies, Inc.","M","$0.00","CPOGS - CPO Office for General Services","3PS - Sent","06/14/2018","09/16/2026"
"18-510CPOGS-CPOGS-P-2424","","JPMC MA - NVP Cloud Solutions","CherryRoad Technologies Inc.","M","$0.00","CPOGS - CPO Office for General Services","3PS - Sent","06/18/2018","09/16/2026"
"18-510CPOGS-CPOGS-P-2215","","JPMC MA - NVP Cloud Solutions","Strategic Communications","M","$3,677,501.04","CPOGS - CPO Office for General Services","3PS - Sent","06/18/2018","09/15/2026"
"18-510CPOGS-CPOGS-P-1938","","JPMC MA - NVP Cloud Solutions","Carahsoft Technology Corporation","M","$101,168,672.28","CPOGS - CPO Office for General Services","3PS - Sent","06/15/2018","09/16/2026"
"18-494DOT-FINAD-P-2871","","D6 Region Carpentry Service (Primary)","Givsco Construction Company","A","$0.00","DOT - Transportation","3PS - Sent","06/28/2018","06/30/2023"
"18-494DOT-FINAD-P-2525","","IDOT D7 HVAC Maintenance & Repair","Henson Robinson Company","A","$0.00","DOT - Transportation","3PS - Sent","07/01/2017","06/30/2023"
"18-494DOT-FINAD-P-2006","","Paratransit Vehicle Technical Services 17-103598  22040686","AmeriTran Service Corp","B","$0.00","DOT - Transportation","3PS - Sent","08/06/2017","08/05/2023"
"18-494DOT-FINAD-P-2005","","Condition Rating Survey CRSFY17  22039868","Mandli Communications","B","$0.00","DOT - Transportation","3PS - Sent","03/28/2017","03/27/2025"
"18-494DOT-FINAD-P-1986","","Medical Evaluation for Respirator Use 13-74014 22031035","HSHS Medical Group, Inc","B","$0.00","DOT - Transportation","3PS - Sent","08/31/2013","06/30/2023"
"18-494DOT-FINAD-P-1939","","Strategic and Financial Planning Assistance 17-103616/22040124","CDM Smith Inc","B","$0.00","DOT - Transportation","3PS - Sent","10/25/2017","10/24/2023"
"18-494DOT-FINAD-P-1920","","Construction & Materials Mgt System (CMMS)","ExeVision, Inc.","A","$0.00","DOT - Transportation","3PS - Sent","10/30/2017","10/29/2026"
"18-494DOT-FINAD-P-1907","","Highway Program Development Program","Vanguard Software Corporation","A","$0.00","DOT - Transportation","3PS - Sent","02/09/2018","02/08/2027"
"18-494DOT-FINAD-P-1838","","IDOT D4 Lagoon Wastewater System Services","It Happens","C","$0.00","DOT - Transportation","3PS - Sent","07/01/2018","06/30/2024"
"18-493ISP-FOREN-P-421","","Electronic Laboratory Information Management Systems (LIMS)","Porter Lee Corporation","B","$571,791.40","ISP - Illinois State Police","3PS - Sent","11/01/2016","10/31/2026"
"18-493ISP-FOREN-P-417","","Sexual Assault Evidence Collection Kits","Sirchie Acquisition Company, LLC","A","$303,328.80","ISP - Illinois State Police","3PS - Sent","07/14/2017","07/13/2023"
"18-493ISP-ADMIN-P-2315","","ISP Academy Food Service","Arena Food Service, Inc.","A","$505,980.00","ISP - Illinois State Police","3PS - Sent","07/01/2015","06/30/2024"
"18-493ISP-ADMIN-P-1869","","Firearms Owner Identification Card and Concealed Carry License Transaction Processing System ","Appriss Insights, LLC","Z","$0.00","ISP - Illinois State Police","3PS - Sent","09/16/2013","09/15/2023"
